ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos.1,Tipo de pagamento,Receita mensal,Receita total,Churn,mes_churn
1217,Pequena empresa,2021,Sim,6 ou mais funcionários,54,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,20.4,1090.6,Não,
1218,Pequena empresa,2021,Sim,até 5 funcionários,62,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - mês a mês,23.75,1446.8,Não,
1220,Micro empresa,2021,Sim,6 ou mais funcionários,62,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,70.45,4300.45,Não,
1221,Pequena empresa,2016,Não,até 5 funcionários,17,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - pagamento único,65.75,1111.2,Não,
1222,Pequena empresa,2018,Não,até 5 funcionários,9,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,24.6,190.1,Não,
1223,Pequena empresa,2018,Sim,6 ou mais funcionários,64,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,No,Boleto - mês a mês,69.25,4447.75,Não,
1227,Micro empresa,2021,Sim,até 5 funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,24.65,1830.05,Não,
1228,Pequena empresa,2020,Não,até 5 funcionários,30,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,No,Cartão de crédito - pagamento único,90.4,2820.65,Não,
1229,Micro empresa,2018,Sim,até 5 funcionários,49,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,100.85,4847.35,Não,
1230,Pequena empresa,2019,Sim,até 5 funcionários,61,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,75.35,4729.3,Não,
1231,Pequena empresa,2017,Sim,6 ou mais funcionários,47,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,87.2,4017.45,Não,
1232,Pequena empresa,2016,Não,até 5 funcionários,20,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - mês a mês,64.4,1398.6,Não,
1234,Micro empresa,2018,Sim,6 ou mais funcionários,70,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,24.7,1685.9,Não,
1235,Pequena empresa,2016,Não,6 ou mais funcionários,54,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,105.85,5826.65,Não,
1236,Pequena empresa,2015,Sim,até 5 funcionários,61,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Yes,Boleto - mês a mês,98.3,6066.55,Não,
1238,Pequena empresa,2017,Não,até 5 funcionários,13,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,19.45,270.2,Não,
1240,Micro empresa,2021,Sim,6 ou mais funcionários,3,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,58.7,168.6,Não,
1241,Pequena empresa,2020,Não,até 5 funcionários,25,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,20.15,536.35,Não,
1242,Pequena empresa,2017,Não,até 5 funcionários,30,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,64.5,1888.45,Não,
1243,Micro empresa,2021,Sim,até 5 funcionários,21,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,28.5,629.35,Não,
1246,Pequena empresa,2003,Sim,até 5 funcionários,23,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,90.45,2117.25,Não,
1247,Micro empresa,2017,Sim,6 ou mais funcionários,45,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,105.15,4730.9,Não,
1248,Micro empresa,2017,Sim,6 ou mais funcionários,24,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,No,Cartão de crédito - pagamento único,83.15,2033.05,Não,
1251,Micro empresa,2020,Sim,até 5 funcionários,56,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,103.2,5744.35,Não,
1253,Pequena empresa,2020,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,19.45,19.45,Não,
1255,Micro empresa,2008,Sim,até 5 funcionários,55,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,No,Cartão de crédito - mês a mês,88.8,4805.3,Não,
1257,Micro empresa,2016,Sim,6 ou mais funcionários,72,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,85.9,6110.75,Não,
1258,Micro empresa,2002,Não,até 5 funcionários,45,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,No,Boleto - pagamento único,34.2,1596.6,Não,
1259,Micro empresa,2018,Não,até 5 funcionários,47,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,20.15,1046.2,Não,
1261,Pequena empresa,2016,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,50.3,92.75,Não,
1262,Micro empresa,2019,Sim,até 5 funcionários,2,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,80.15,194.55,Não,
1263,Micro empresa,2016,Sim,até 5 funcionários,12,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,51.25,612.1,Não,
1265,Pequena empresa,2016,Sim,6 ou mais funcionários,69,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,95.2,6671.7,Não,
1266,Pequena empresa,2007,Não,6 ou mais funcionários,56,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,94.8,5264.3,Não,
1267,Micro empresa,2014,Não,até 5 funcionários,4,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,80.25,303.7,Não,
1268,Pequena empresa,2021,Sim,até 5 funcionários,64,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,1,Yes,Cartão de crédito - pagamento único,76.1,4818.8,Não,
1270,Pequena empresa,2016,Sim,6 ou mais funcionários,62,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,115.55,7159.05,Não,
1271,Pequena empresa,2016,Sim,6 ou mais funcionários,63,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,24.65,1574.5,Não,
1272,Micro empresa,2016,Não,até 5 funcionários,53,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Yes,Boleto - pagamento único,53.6,2879.2,Não,
1273,Pequena empresa,2021,Sim,6 ou mais funcionários,5,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,19.45,86.05,Não,
1274,Pequena empresa,2012,Sim,até 5 funcionários,49,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,88.2,4159.45,Não,
1275,Micro empresa,2020,Sim,6 ou mais funcionários,62,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,101.15,6638.35,Não,
1276,Micro empresa,2019,Sim,até 5 funcionários,55,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Boleto - mês a mês,56.8,3112.05,Não,
1277,Micro empresa,2014,Sim,até 5 funcionários,71,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,1,Yes,Boleto - pagamento único,99.4,7168.25,Não,
1278,Micro empresa,2021,Sim,6 ou mais funcionários,72,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,20.1,1326.25,Não,
1279,Pequena empresa,2021,Sim,6 ou mais funcionários,36,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,60.7,2234.55,Não,
1280,Pequena empresa,2021,Sim,até 5 funcionários,25,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - pagamento único,20.95,495.15,Não,
1281,Micro empresa,2003,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,114.85,8317.95,Não,
1282,Micro empresa,2019,Não,até 5 funcionários,36,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Cartão de crédito - pagamento único,19.25,679.8,Não,
1283,Pequena empresa,2018,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,62.8,62.8,Não,
1284,Micro empresa,2018,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,105.5,7544.0,Não,
1285,Pequena empresa,2016,Sim,6 ou mais funcionários,59,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,19.85,1188.25,Não,
1287,Micro empresa,2017,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,74.1,74.1,Não,
1288,Micro empresa,2017,Sim,6 ou mais funcionários,30,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,107.5,3242.5,Não,
1289,Pequena empresa,2016,Não,até 5 funcionários,64,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,19.55,1240.15,Não,
1290,Pequena empresa,2017,Não,até 5 funcionários,63,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,No,Cartão de crédito - pagamento único,68.8,4111.35,Não,
1291,Pequena empresa,2005,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,84.45,5899.85,Não,
1293,Micro empresa,2020,Não,até 5 funcionários,62,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,84.5,5193.2,Não,
1294,Pequena empresa,2021,Sim,6 ou mais funcionários,67,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,111.2,7530.8,Não,
1296,Micro empresa,2019,Sim,6 ou mais funcionários,70,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,80.6,5460.2,Não,
1297,Micro empresa,2013,Não,até 5 funcionários,20,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,80.7,1614.2,Não,
1298,Micro empresa,2020,Não,até 5 funcionários,5,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,75.6,402.5,Não,
1299,Micro empresa,2017,Sim,6 ou mais funcionários,24,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - pagamento único,57.6,1367.75,Não,
1301,Pequena empresa,2018,Sim,até 5 funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,110.6,7962.2,Não,
1302,Micro empresa,2020,Sim,6 ou mais funcionários,66,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,1,Yes,Cartão de crédito - mês a mês,58.2,3810.8,Não,
1303,Micro empresa,2016,Sim,6 ou mais funcionários,45,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - mês a mês,81.0,3533.6,Não,
1304,Micro empresa,2017,Sim,6 ou mais funcionários,69,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,19.7,1396.9,Não,
1306,Micro empresa,2018,Não,até 5 funcionários,28,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,59.55,1646.45,Não,
1308,Micro empresa,2020,Não,até 5 funcionários,36,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Yes,Boleto - mês a mês,75.55,2680.15,Não,
1312,Pequena empresa,2021,Sim,6 ou mais funcionários,42,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,45.1,2049.05,Não,
1313,Pequena empresa,2020,Não,até 5 funcionários,48,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,70.95,3629.2,Não,
1316,Micro empresa,2019,Sim,6 ou mais funcionários,11,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,20.9,202.3,Não,
1317,Pequena empresa,2018,Não,até 5 funcionários,7,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,19.95,147.5,Não,
1318,Micro empresa,2016,Não,até 5 funcionários,3,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,24.6,86.35,Não,
1319,Pequena empresa,2018,Não,até 5 funcionários,8,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,66.7,579.0,Não,
1321,Pequena empresa,2017,Sim,6 ou mais funcionários,32,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,No,Boleto - mês a mês,94.8,3131.55,Não,
1322,Pequena empresa,2016,Sim,6 ou mais funcionários,60,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,65.85,3928.3,Não,
1323,Micro empresa,2019,Sim,até 5 funcionários,10,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,19.95,187.75,Não,
1324,Micro empresa,2017,Sim,até 5 funcionários,71,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,24.65,1710.15,Não,
1327,Micro empresa,2017,Sim,6 ou mais funcionários,43,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,51.25,2151.6,Não,
1329,Micro empresa,2020,Sim,até 5 funcionários,23,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,54.25,1221.55,Não,
1330,Micro empresa,2016,Sim,até 5 funcionários,72,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,19.4,1496.45,Não,
1331,Pequena empresa,2017,Sim,até 5 funcionários,22,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - mês a mês,56.25,1292.2,Não,
1332,Micro empresa,2016,Não,até 5 funcionários,1,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,25.15,25.15,Não,
1333,Pequena empresa,2020,Não,até 5 funcionários,69,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,23.95,1713.1,Não,
1334,Pequena empresa,2016,Não,até 5 funcionários,50,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Boleto - mês a mês,35.4,1748.9,Não,
1337,Micro empresa,2017,Sim,até 5 funcionários,15,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,75.35,1114.55,Não,
1338,Pequena empresa,2017,Não,até 5 funcionários,31,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,20.4,609.1,Não,
1341,Micro empresa,2019,Sim,6 ou mais funcionários,0,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,No,Cartão de crédito - mês a mês,56.05,,Não,
1343,Micro empresa,2020,Não,até 5 funcionários,8,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,20.0,141.6,Não,
1344,Pequena empresa,2016,Sim,6 ou mais funcionários,64,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,73.05,4688.65,Não,
1345,Micro empresa,2019,Sim,até 5 funcionários,28,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,20.5,563.05,Não,
1346,Micro empresa,2017,Sim,até 5 funcionários,57,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,100.75,5985.0,Não,
1348,Pequena empresa,2021,Não,até 5 funcionários,19,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,19.95,373.5,Não,
1350,Micro empresa,2020,Sim,até 5 funcionários,51,Não,,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,49.65,2553.35,Não,
1351,Micro empresa,2018,Sim,até 5 funcionários,67,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Anual,0,No,Boleto - mês a mês,65.65,4322.85,Não,
1352,Pequena empresa,2016,Sim,6 ou mais funcionários,11,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - pagamento único,20.45,250.8,Não,
1353,Pequena empresa,2020,Sim,6 ou mais funcionários,72,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,60.95,4549.05,Não,
1354,Pequena empresa,2019,Sim,6 ou mais funcionários,66,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Yes,Boleto - pagamento único,20.35,1359.5,Não,
